ID,Title,Difficulty,Topics,Link,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions,pattern
199,Binary Tree Right Side View,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-right-side-view/,67.78,FALSE,Algorithms,12942,1062,"[{""input"": ""root=[1,2,3,null,5,null,4]"", ""expected"": ""[1,3,4]""}, {""input"": ""root=[1]"", ""expected"": ""[1]""}, {""input"": ""root=[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]"", ""expected"": ""[1,3,7,15]""}, {""input"": ""root=[1,null,2,null,3]"", ""expected"": ""[1,2,3]""}]","[{""title"": ""Populating Next Right Pointers in Each Node"", ""titleSlug"": ""populating-next-right-pointers-in-each-node"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Boundary of Binary Tree"", ""titleSlug"": ""boundary-of-binary-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""bfs_level_order"", ""dfs_recursive""]"
438,Find All Anagrams in a String,Medium,"Hash Table, String, Sliding Window",https://leetcode.com/problems/find-all-anagrams-in-a-string/,52.46,FALSE,Algorithms,12863,361,"[{""input"": ""s=\""cbaebabacd\"", p=\""abc\"""", ""expected"": ""[0,6]""}, {""input"": ""s=\""a\"", p=\""a\"""", ""expected"": ""[0]""}, {""input"": ""s=\""abababab\"", p=\""ab\"""", ""expected"": ""[0,2,4,6]""}, {""input"": ""s=\""aaaaaaaaaa\"", p=\""aaa\"""", ""expected"": ""[0,1,2,3,4,5,6,7]""}]","[{""title"": ""Valid Anagram"", ""titleSlug"": ""valid-anagram"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Permutation in String"", ""titleSlug"": ""permutation-in-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""hash_map_frequency"", ""sliding_window_fixed""]"
167,Two Sum II - Input Array Is Sorted,Medium,"Array, Two Pointers, Binary Search",https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/,63.7,FALSE,Algorithms,12756,1485,"[{""input"": ""numbers=[2,7,11,15], target=9"", ""expected"": ""[1,2]""}, {""input"": ""numbers=[1,2], target=3"", ""expected"": ""[1,2]""}, {""input"": ""numbers=[1,3,5,7,9,11], target=16"", ""expected"": ""[4,5]""}, {""input"": ""numbers=[-3,-1,0,2,4], target=-4"", ""expected"": ""[1,2]""}]","[{""title"": ""Two Sum"", ""titleSlug"": ""two-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Two Sum IV - Input is a BST"", ""titleSlug"": ""two-sum-iv-input-is-a-bst"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Two Sum Less Than K"", ""titleSlug"": ""two-sum-less-than-k"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""binary_search_standard"", ""two_pointers_opposite""]"
240,Search a 2D Matrix II,Medium,"Array, Binary Search, Divide and Conquer, Matrix",https://leetcode.com/problems/search-a-2d-matrix-ii/,55.72,FALSE,Algorithms,12678,221,"[{""input"": ""matrix=[[1,4,7,11,15],[2,5,8,12,19],[3,6,9,16,22],[10,13,14,17,24],[18,21,23,26,30]], target=5"", ""expected"": ""true""}, {""input"": ""matrix=[[1]], target=1"", ""expected"": ""true""}, {""input"": ""matrix=[[1,4,7,11,15],[2,5,8,12,19],[3,6,9,16,22],[10,13,14,17,24],[18,21,23,26,30]], target=20"", ""expected"": ""false""}, {""input"": ""matrix=[[1,2],[3,4]], target=3"", ""expected"": ""true""}]","[{""title"": ""Search a 2D Matrix"", ""titleSlug"": ""search-a-2d-matrix"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""binary_search_answer"", ""two_pointers_opposite""]"
24,Swap Nodes in Pairs,Medium,"Linked List, Recursion",https://leetcode.com/problems/swap-nodes-in-pairs/,67.66,FALSE,Algorithms,12664,488,"[{""input"": ""head=[1,2,3,4]"", ""expected"": ""[2,1,4,3]""}, {""input"": ""head=[1]"", ""expected"": ""[1]""}, {""input"": ""head=[1,2,3,4,5,6]"", ""expected"": ""[2,1,4,3,6,5]""}, {""input"": ""head=[1,2,3]"", ""expected"": ""[2,1,3]""}]","[{""title"": ""Reverse Nodes in k-Group"", ""titleSlug"": ""reverse-nodes-in-k-group"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Swapping Nodes in a Linked List"", ""titleSlug"": ""swapping-nodes-in-a-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""two_pointers_same""]"
875,Koko Eating Bananas,Medium,"Array, Binary Search",https://leetcode.com/problems/koko-eating-bananas/,49.02,FALSE,Algorithms,12625,834,"[{""input"": ""piles=[3,6,7,11], h=8"", ""expected"": ""4""}, {""input"": ""piles=[1], h=1"", ""expected"": ""1""}, {""input"": ""piles=[1,2,3,4,5,6,7,8,9,10], h=10"", ""expected"": ""10""}, {""input"": ""piles=[312884470], h=312884469"", ""expected"": ""2""}]","[{""title"": ""Minimize Max Distance to Gas Station"", ""titleSlug"": ""minimize-max-distance-to-gas-station"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Candies Allocated to K Children"", ""titleSlug"": ""maximum-candies-allocated-to-k-children"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimized Maximum of Products Distributed to Any Store"", ""titleSlug"": ""minimized-maximum-of-products-distributed-to-any-store"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Frog Jump II"", ""titleSlug"": ""frog-jump-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Time to Repair Cars"", ""titleSlug"": ""minimum-time-to-repair-cars"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""binary_search_answer""]"
91,Decode Ways,Medium,"String, Dynamic Programming",https://leetcode.com/problems/decode-ways/,36.82,FALSE,Algorithms,12531,4589,"[{""input"": ""s=\""226\"""", ""expected"": ""3""}, {""input"": ""s=\""0\"""", ""expected"": ""0""}, {""input"": ""s=\""12\""*50"", ""expected"": ""103682""}, {""input"": ""s=\""1201234\"""", ""expected"": ""3""}]","[{""title"": ""Decode Ways II"", ""titleSlug"": ""decode-ways-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Number of Ways to Separate Numbers"", ""titleSlug"": ""number-of-ways-to-separate-numbers"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count Number of Texts"", ""titleSlug"": ""count-number-of-texts"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""dp_1d_forward""]"
148,Sort List,Medium,"Linked List, Two Pointers, Divide and Conquer, Sorting, Merge Sort",https://leetcode.com/problems/sort-list/,62.43,FALSE,Algorithms,12519,396,"[{""input"": ""head=[4,2,1,3]"", ""expected"": ""[1,2,3,4]""}, {""input"": ""head=[1]"", ""expected"": ""[1]""}, {""input"": ""head=[5,4,3,2,1]"", ""expected"": ""[1,2,3,4,5]""}, {""input"": ""head=[-1,5,3,4,0,-1]"", ""expected"": ""[-1,-1,0,3,4,5]""}]","[{""title"": ""Merge Two Sorted Lists"", ""titleSlug"": ""merge-two-sorted-lists"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Sort Colors"", ""titleSlug"": ""sort-colors"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Insertion Sort List"", ""titleSlug"": ""insertion-sort-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sort Linked List Already Sorted Using Absolute Values"", ""titleSlug"": ""sort-linked-list-already-sorted-using-absolute-values"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""two_pointers_same""]"
567,Permutation in String,Medium,"Hash Table, Two Pointers, String, Sliding Window",https://leetcode.com/problems/permutation-in-string/,47.57,FALSE,Algorithms,12492,498,"[{""input"": ""s1=\""ab\"", s2=\""eidbaooo\"""", ""expected"": ""true""}, {""input"": ""s1=\""a\"", s2=\""a\"""", ""expected"": ""true""}, {""input"": ""s1=\""abc\"", s2=\""a\""*500+\""cba\""+\""a\""*497"", ""expected"": ""true""}, {""input"": ""s1=\""ab\"", s2=\""eidboaoo\"""", ""expected"": ""false""}]","[{""title"": ""Minimum Window Substring"", ""titleSlug"": ""minimum-window-substring"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Find All Anagrams in a String"", ""titleSlug"": ""find-all-anagrams-in-a-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""hash_map_frequency"", ""sliding_window_fixed""]"
92,Reverse Linked List II,Medium,Linked List,https://leetcode.com/problems/reverse-linked-list-ii/,49.94,FALSE,Algorithms,12449,738,"[{""input"": ""head=[1,2,3,4,5], left=2, right=4"", ""expected"": ""[1,4,3,2,5]""}, {""input"": ""head=[1], left=1, right=1"", ""expected"": ""[1]""}, {""input"": ""head=[1,2,3,4,5], left=1, right=5"", ""expected"": ""[5,4,3,2,1]""}, {""input"": ""head=[3,5], left=1, right=2"", ""expected"": ""[5,3]""}]","[{""title"": ""Reverse Linked List"", ""titleSlug"": ""reverse-linked-list"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""linked_list_reversal""]"
540,Single Element in a Sorted Array,Medium,"Array, Binary Search",https://leetcode.com/problems/single-element-in-a-sorted-array/,59.17,FALSE,Algorithms,12339,225,"[{""input"": ""nums=[1,1,2,3,3,4,4,8,8]"", ""expected"": ""2""}, {""input"": ""nums=[1]"", ""expected"": ""1""}, {""input"": ""nums=[1,1,3,3,5,5,7,7,9]"", ""expected"": ""9""}, {""input"": ""nums=[1,1,2,2,3]"", ""expected"": ""3""}]",[],"[""binary_search_answer""]"
18,4Sum,Medium,"Array, Two Pointers, Sorting",https://leetcode.com/problems/4sum/,38.65,FALSE,Algorithms,12292,1480,"[{""input"": ""nums=[1,0,-1,0,-2,2], target=0"", ""expected"": ""[[-2,-1,1,2],[-2,0,0,2],[-1,0,0,1]]""}, {""input"": ""nums=[0], target=0"", ""expected"": ""[]""}, {""input"": ""nums=[2,2,2,2,2], target=8"", ""expected"": ""[[2,2,2,2]]""}, {""input"": ""nums=[-3,-2,-1,0,0,1,2,3], target=0"", ""expected"": ""[[-3,-2,2,3],[-3,-1,1,3],[-3,0,0,3],[-3,0,1,2],[-2,-1,0,3],[-2,-1,1,2],[-2,0,0,2],[-1,0,0,1]]""}]","[{""title"": ""Two Sum"", ""titleSlug"": ""two-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""3Sum"", ""titleSlug"": ""3sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""4Sum II"", ""titleSlug"": ""4sum-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Special Quadruplets"", ""titleSlug"": ""count-special-quadruplets"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""greedy_local"", ""two_pointers_opposite""]"
230,Kth Smallest Element in a BST,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",https://leetcode.com/problems/kth-smallest-element-in-a-bst/,75.69,FALSE,Algorithms,12269,247,"[{""input"": ""root=[3,1,4,null,2], k=1"", ""expected"": ""1""}, {""input"": ""root=[1], k=1"", ""expected"": ""1""}, {""input"": ""root=[5,3,7,2,4,6,8], k=4"", ""expected"": ""4""}, {""input"": ""root=[5,3,6,2,4,null,null,1], k=3"", ""expected"": ""3""}]","[{""title"": ""Binary Tree Inorder Traversal"", ""titleSlug"": ""binary-tree-inorder-traversal"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Second Minimum Node In a Binary Tree"", ""titleSlug"": ""second-minimum-node-in-a-binary-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""dfs_recursive""]"
208,Implement Trie (Prefix Tree),Medium,"Hash Table, String, Design, Trie",https://leetcode.com/problems/implement-trie-prefix-tree/,68.31,FALSE,Algorithms,12160,153,"[{""input"": ""ops=[[\""insert\"",\""apple\""],[\""search\"",\""apple\""],[\""search\"",\""app\""],[\""startsWith\"",\""app\""],[\""insert\"",\""app\""],[\""search\"",\""app\""]]"", ""expected"": ""[null,true,false,true,null,true]""}, {""input"": ""ops=[[\""search\"",\""a\""]]"", ""expected"": ""[false]""}, {""input"": ""ops=[[\""insert\"",\""a\""*100]]+[[\""startsWith\"",\""a\""*i] for i in range(1,101)]+[[\""search\"",\""a\""*100]]"", ""expected"": ""[null]+[true]*100+[true]""}, {""input"": ""ops=[[\""insert\"",\""apple\""],[\""search\"",\""app\""],[\""startsWith\"",\""ap\""],[\""search\"",\""appl\""]]"", ""expected"": ""[null,false,true,false]""}]","[{""title"": ""Design Add and Search Words Data Structure"", ""titleSlug"": ""design-add-and-search-words-data-structure"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Design Search Autocomplete System"", ""titleSlug"": ""design-search-autocomplete-system"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Replace Words"", ""titleSlug"": ""replace-words"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Implement Magic Dictionary"", ""titleSlug"": ""implement-magic-dictionary"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Encrypt and Decrypt Strings"", ""titleSlug"": ""encrypt-and-decrypt-strings"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Implement Trie II (Prefix Tree)"", ""titleSlug"": ""implement-trie-ii-prefix-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Prefix and Suffix Pairs II"", ""titleSlug"": ""count-prefix-and-suffix-pairs-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count Prefix and Suffix Pairs I"", ""titleSlug"": ""count-prefix-and-suffix-pairs-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""hash_map_lookup""]"
424,Longest Repeating Character Replacement,Medium,"Hash Table, String, Sliding Window",https://leetcode.com/problems/longest-repeating-character-replacement/,57.74,FALSE,Algorithms,12093,674,"[{""input"": ""s=\""ABAB\"", k=2"", ""expected"": ""4""}, {""input"": ""s=\""A\"", k=0"", ""expected"": ""1""}, {""input"": ""s=\""A\""*500+\""B\""*500, k=50"", ""expected"": ""550""}, {""input"": ""s=\""AABABBA\"", k=1"", ""expected"": ""4""}]","[{""title"": ""Longest Substring with At Most K Distinct Characters"", ""titleSlug"": ""longest-substring-with-at-most-k-distinct-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Max Consecutive Ones III"", ""titleSlug"": ""max-consecutive-ones-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Number of Operations to Make Array Continuous"", ""titleSlug"": ""minimum-number-of-operations-to-make-array-continuous"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximize the Confusion of an Exam"", ""titleSlug"": ""maximize-the-confusion-of-an-exam"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Substring of One Repeating Character"", ""titleSlug"": ""longest-substring-of-one-repeating-character"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""hash_map_frequency"", ""sliding_window_variable""]"
494,Target Sum,Medium,"Array, Dynamic Programming, Backtracking",https://leetcode.com/problems/target-sum/,51.11,FALSE,Algorithms,12001,404,"[{""input"": ""nums=[1,1,1,1,1], target=3"", ""expected"": ""5""}, {""input"": ""nums=[1], target=1"", ""expected"": ""1""}, {""input"": ""nums=[1]*20, target=0"", ""expected"": ""184756""}, {""input"": ""nums=[1,0], target=1"", ""expected"": ""2""}]","[{""title"": ""Expression Add Operators"", ""titleSlug"": ""expression-add-operators"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Ways to Express an Integer as Sum of Powers"", ""titleSlug"": ""ways-to-express-an-integer-as-sum-of-powers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""backtracking_subset"", ""dp_knapsack""]"
143,Reorder List,Medium,"Linked List, Two Pointers, Stack, Recursion",https://leetcode.com/problems/reorder-list/,63.08,FALSE,Algorithms,11986,472,"[{""input"": ""head=[1,2,3,4]"", ""expected"": ""[1,4,2,3]""}, {""input"": ""head=[1]"", ""expected"": ""[1]""}, {""input"": ""head=[1,2,3,4,5,6]"", ""expected"": ""[1,6,2,5,3,4]""}, {""input"": ""head=[1,2,3,4,5]"", ""expected"": ""[1,5,2,4,3]""}]","[{""title"": ""Delete the Middle Node of a Linked List"", ""titleSlug"": ""delete-the-middle-node-of-a-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Take K of Each Character From Left and Right"", ""titleSlug"": ""take-k-of-each-character-from-left-and-right"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""fast_slow_pointers"", ""linked_list_reversal"", ""two_pointers_same""]"
235,Lowest Common Ancestor of a Binary Search Tree,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,68.86,FALSE,Algorithms,11886,343,"[{""input"": ""root=[6,2,8,0,4,7,9,null,null,3,5], p=2, q=8"", ""expected"": ""6""}, {""input"": ""root=[2,1], p=2, q=1"", ""expected"": ""2""}, {""input"": ""root=[6,2,8,0,4,7,9,null,null,3,5], p=2, q=4"", ""expected"": ""2""}, {""input"": ""root=[6,2,8,0,4,7,9,null,null,3,5], p=3, q=5"", ""expected"": ""4""}]","[{""title"": ""Lowest Common Ancestor of a Binary Tree"", ""titleSlug"": ""lowest-common-ancestor-of-a-binary-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Smallest Common Region"", ""titleSlug"": ""smallest-common-region"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Lowest Common Ancestor of a Binary Tree II"", ""titleSlug"": ""lowest-common-ancestor-of-a-binary-tree-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Lowest Common Ancestor of a Binary Tree III"", ""titleSlug"": ""lowest-common-ancestor-of-a-binary-tree-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Lowest Common Ancestor of a Binary Tree IV"", ""titleSlug"": ""lowest-common-ancestor-of-a-binary-tree-iv"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""dfs_recursive""]"
40,Combination Sum II,Medium,"Array, Backtracking",https://leetcode.com/problems/combination-sum-ii/,58,FALSE,Algorithms,11764,354,"[{""input"": ""candidates=[10,1,2,7,6,1,5], target=8"", ""expected"": ""[[1,1,6],[1,2,5],[1,7],[2,6]]""}, {""input"": ""candidates=[1], target=2"", ""expected"": ""[]""}, {""input"": ""candidates=[1]*50+[2]*50, target=10"", ""expected"": ""[[1]*10,[1]*8+[2],[1]*6+[2,2],[1]*4+[2,2,2],[1]*2+[2,2,2,2],[2,2,2,2,2]]""}, {""input"": ""candidates=[2,5,2,1,2], target=5"", ""expected"": ""[[1,2,2],[5]]""}]","[{""title"": ""Combination Sum"", ""titleSlug"": ""combination-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""backtracking_subset""]"
863,All Nodes Distance K in Binary Tree,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,66.78,FALSE,Algorithms,11743,265,"[{""input"": ""root=[3,5,1,6,2,0,8,null,null,7,4], target=5, k=2"", ""expected"": ""[7,4,1]""}, {""input"": ""root=[1], target=1, k=0"", ""expected"": ""[1]""}, {""input"": ""root=[1,2,3,4,5,6,7], target=4, k=3"", ""expected"": ""[3,7]""}, {""input"": ""root=[3,5,1,6,2,0,8,null,null,7,4], target=5, k=3"", ""expected"": ""[0,8]""}]","[{""title"": ""Amount of Time for Binary Tree to Be Infected"", ""titleSlug"": ""amount-of-time-for-binary-tree-to-be-infected"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""bfs_shortest_path"", ""dfs_recursive"", ""hash_map_lookup""]"
36,Valid Sudoku,Medium,"Array, Hash Table, Matrix",https://leetcode.com/problems/valid-sudoku/,62.6,FALSE,Algorithms,11726,1219,"[{""input"": ""board=[[\""5\"",\""3\"",\"".\"",\"".\"",\""7\"",\"".\"",\"".\"",\"".\"",\"".\""],[\""6\"",\"".\"",\"".\"",\""1\"",\""9\"",\""5\"",\"".\"",\"".\"",\"".\""],[\"".\"",\""9\"",\""8\"",\"".\"",\"".\"",\"".\"",\"".\"",\""6\"",\"".\""],[\""8\"",\"".\"",\"".\"",\"".\"",\""6\"",\"".\"",\"".\"",\"".\"",\""3\""],[\""4\"",\"".\"",\"".\"",\""8\"",\"".\"",\""3\"",\"".\"",\"".\"",\""1\""],[\""7\"",\"".\"",\"".\"",\"".\"",\""2\"",\"".\"",\"".\"",\"".\"",\""6\""],[\"".\"",\""6\"",\"".\"",\"".\"",\"".\"",\"".\"",\""2\"",\""8\"",\"".\""],[\"".\"",\"".\"",\"".\"",\""4\"",\""1\"",\""9\"",\"".\"",\"".\"",\""5\""],[\"".\"",\"".\"",\"".\"",\"".\"",\""8\"",\"".\"",\"".\"",\""7\"",\""9\""]]"", ""expected"": ""true""}, {""input"": ""board=[[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""]]"", ""expected"": ""true""}, {""input"": ""board=[[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\""],[\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""1\"",\""2\"",\""3\""],[\""7\"",\""8\"",\""9\"",\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\""],[\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""1\""],[\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""1\"",\""2\"",\""3\"",\""4\""],[\""8\"",\""9\"",\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\""],[\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""1\"",\""2\""],[\""6\"",\""7\"",\""8\"",\""9\"",\""1\"",\""2\"",\""3\"",\""4\"",\""5\""],[\""9\"",\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\""]]"", ""expected"": ""true""}, {""input"": ""board=[[\""8\"",\""3\"",\"".\"",\"".\"",\""7\"",\"".\"",\"".\"",\"".\"",\"".\""],[\""6\"",\"".\"",\"".\"",\""1\"",\""9\"",\""5\"",\"".\"",\"".\"",\"".\""],[\"".\"",\""9\"",\""8\"",\"".\"",\"".\"",\"".\"",\"".\"",\""6\"",\"".\""],[\""8\"",\"".\"",\"".\"",\"".\"",\""6\"",\"".\"",\"".\"",\"".\"",\""3\""],[\""4\"",\"".\"",\"".\"",\""8\"",\"".\"",\""3\"",\"".\"",\"".\"",\""1\""],[\""7\"",\"".\"",\"".\"",\"".\"",\""2\"",\"".\"",\"".\"",\"".\"",\""6\""],[\"".\"",\""6\"",\"".\"",\"".\"",\"".\"",\"".\"",\""2\"",\""8\"",\"".\""],[\"".\"",\"".\"",\"".\"",\""4\"",\""1\"",\""9\"",\"".\"",\"".\"",\""5\""],[\"".\"",\"".\"",\"".\"",\"".\"",\""8\"",\"".\"",\"".\"",\""7\"",\""9\""]]"", ""expected"": ""false""}]","[{""title"": ""Sudoku Solver"", ""titleSlug"": ""sudoku-solver"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Check if Every Row and Column Contains All Numbers"", ""titleSlug"": ""check-if-every-row-and-column-contains-all-numbers"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""hash_map_frequency""]"
437,Path Sum III,Medium,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/path-sum-iii/,46.12,FALSE,Algorithms,11616,560,"[{""input"": ""root=[10,5,-3,3,2,null,11,3,-2,null,1], targetSum=8"", ""expected"": ""3""}, {""input"": ""root=[1], targetSum=1"", ""expected"": ""1""}, {""input"": ""root=[1,null,2,null,3,null,4,null,5], targetSum=3"", ""expected"": ""2""}, {""input"": ""root=[1,-2,-3,1,3,-2,null,-1], targetSum=-1"", ""expected"": ""4""}]","[{""title"": ""Path Sum"", ""titleSlug"": ""path-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Path Sum II"", ""titleSlug"": ""path-sum-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Path Sum IV"", ""titleSlug"": ""path-sum-iv"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Univalue Path"", ""titleSlug"": ""longest-univalue-path"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""dfs_recursive"", ""hash_map_frequency"", ""prefix_sum""]"
103,Binary Tree Zigzag Level Order Traversal,Medium,"Tree, Breadth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,62.15,FALSE,Algorithms,11615,337,"[{""input"": ""root=[3,9,20,null,null,15,7]"", ""expected"": ""[[3],[20,9],[15,7]]""}, {""input"": ""root=[1]"", ""expected"": ""[[1]]""}, {""input"": ""root=[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]"", ""expected"": ""[[1],[3,2],[4,5,6,7],[15,14,13,12,11,10,9,8]]""}, {""input"": ""root=[]"", ""expected"": ""[]""}]","[{""title"": ""Binary Tree Level Order Traversal"", ""titleSlug"": ""binary-tree-level-order-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Zigzag Grid Traversal With Skip"", ""titleSlug"": ""zigzag-grid-traversal-with-skip"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""bfs_level_order""]"
279,Perfect Squares,Medium,"Math, Dynamic Programming, Breadth-First Search",https://leetcode.com/problems/perfect-squares/,55.85,FALSE,Algorithms,11609,485,"[{""input"": ""n=12"", ""expected"": ""3""}, {""input"": ""n=1"", ""expected"": ""1""}, {""input"": ""n=9999"", ""expected"": ""4""}, {""input"": ""n=13"", ""expected"": ""2""}]","[{""title"": ""Count Primes"", ""titleSlug"": ""count-primes"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Ugly Number II"", ""titleSlug"": ""ugly-number-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Ways to Express an Integer as Sum of Powers"", ""titleSlug"": ""ways-to-express-an-integer-as-sum-of-powers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""bfs_shortest_path"", ""dp_1d_forward""]"
